LOCATION,TIME,PC_HEALTHXP,PC_GDP,USD_CAP,FLAG_CODES,TOTAL_SPEND,Cluster,PCA1,PCA2
AUS,1971,15.992,0.727,35.72,,462.11,1,-1.4109755512488724,0.3855594653331139
AUS,1972,15.091,0.686,36.056,,475.11,1,-1.5248407228297156,0.27079908729388874
AUS,1973,15.117,0.681,39.871,,533.47,1,-1.5195154743400512,0.263569906468826
AUS,1974,14.771,0.755,47.559,,652.65,1,-1.4214953564352206,0.2476702381250863
AUS,1975,11.849,0.682,47.561,,660.76,1,-1.7129077396513839,-0.0932477357385862
AUS,1976,10.92,0.63,46.908,,658.26,1,-1.846170867849466,-0.21425714724401873
AUS,1977,10.087,0.613,47.649,,676.23,1,-1.922040478358763,-0.31115660865987815
AUS,1978,9.958,0.591,50.799,,729.37,1,-1.9516642035251914,-0.34153837248097313
AUS,1979,8.981,0.523,49.766,,722.3,1,-2.1107279293855763,-0.47452391465142923
AUS,1980,9.263,0.54,56.972,,837.03,1,-2.0495248689962478,-0.4511918210008017
AUS,1981,9.388,0.548,65.39,,976.08,1,-2.00748865470977,-0.45110774943863097
AUS,1982,9.248,0.564,67.606,,1026.12,1,-1.9889232049076502,-0.4627393799094605
AUS,1983,9.589,0.58,74.083,,1138.58,1,-1.9270600724823685,-0.4324285491094715
AUS,1984,9.465,0.569,77.27,,1201.08,1,-1.9412988893802305,-0.45723221971827616
AUS,1985,9.56,0.58,84.134,,1325.78,1,-1.9013097950258067,-0.45593717656437044
AUS,1986,9.568,0.599,89.94,,1440.69,1,-1.8590620522846508,-0.45792158021594037
AUS,1987,9.543,0.582,93.578,,1521.94,1,-1.8735168112293625,-0.4763497147136494
AUS,1988,9.823,0.595,102.027,,1686.73,1,-1.814136178295991,-0.4581532385289675
AUS,1989,10.199,0.623,111.197,,1869.71,1,-1.7261197030169382,-0.42426138970762006
AUS,1990,10.474,0.677,120.773,,2061.0,1,-1.608523792568156,-0.3892901160609488
AUS,1991,10.937,0.739,134.356,,2322.21,1,-1.4567325654078171,-0.3388870163458358
AUS,1992,11.407,0.778,149.096,,2608.43,1,-1.3323260418930862,-0.30121523493300856
AUS,1993,11.977,0.819,165.359,,2921.4,1,-1.1944419447518129,-0.25519450388301135
AUS,1994,12.508,0.859,183.972,,3284.82,1,-1.053942626190687,-0.21863899354615365
AUS,1995,12.762,0.882,198.406,,3585.59,1,-0.966031253516078,-0.21098305185024024
AUS,1996,13.106,0.924,215.606,,3947.96,1,-0.8387904459156468,-0.1905978430011637
AUS,1997,13.437,0.95,232.59,,4306.87,1,-0.7346093887215303,-0.17882678315635117
AUS,1998,14.084,1.019,261.728,,4897.19,1,-0.5179746267689989,-0.1381903705564603
AUS,1999,14.679,1.075,291.589,,5518.61,1,-0.3201522002907981,-0.11102073260274548
AUS,2000,15.702,1.194,338.665,,6486.45,0,0.038688930358378205,-0.04433711576654275
AUS,2001,16.059,1.236,364.771,,7081.3,0,0.19202290067551217,-0.041905297893916414
AUS,2002,15.374,1.213,373.044,,7330.84,0,0.13953915457011273,-0.14315053151635151
AUS,2003,15.761,1.244,401.302,,7984.06,0,0.28611597445799997,-0.14756823452409698
AUS,2004,15.656,1.269,429.882,,8652.41,0,0.39309380695196905,-0.20715934464685545
AUS,2005,15.218,1.213,432.513,,8821.02,0,0.297071154052612,-0.28734250280883467
AUS,2006,15.276,1.219,461.821,,9558.72,0,0.39175218709797927,-0.3414689226678071
AUS,2007,15.201,1.225,485.887,,10119.86,0,0.46236965661375845,-0.39744398433068445
AUS,2008,15.412,1.273,510.172,,10840.75,0,0.6108916239003892,-0.4065095603989079
AUS,2009,15.535,1.334,553.724,,12011.21,0,0.8251792300182198,-0.45938240375295897
AUS,2010,15.63,1.324,563.857,,12422.76,0,0.8482475454116918,-0.47880611971375026
AUS,2011,15.311,1.315,580.921,,12977.79,0,0.8645695842718635,-0.5554361248925607
AUS,2012,15.308,1.336,582.874,,13247.71,0,0.9006451805548089,-0.553750457837769
AUS,2013,14.989,1.32,627.402,,14503.87,0,0.9851591151364677,-0.6930229834381237
AUS,2014,14.386,1.306,616.997,,14475.18,0,0.8995907898607954,-0.7445433644158459
AUT,1990,10.131,0.784,152.003,B,1167.06,1,-1.4166614551481824,-0.41145393388134394
AUT,1991,10.001,0.78,160.118,,1241.7,1,-1.4091397163739199,-0.4421614400570413
AUT,1992,9.889,0.801,169.708,,1330.63,1,-1.3627422013374226,-0.46175207514945893
AUT,1993,9.746,0.84,181.793,,1437.19,1,-1.2875215806363802,-0.48051667808312154
AUT,1994,9.457,0.852,192.083,,1524.39,1,-1.2631994151434318,-0.5241144097798229
AUT,1995,9.542,0.854,201.335,,1600.27,1,-1.2304660883289618,-0.5314115808943776
AUT,1996,9.839,0.876,214.418,,1706.56,1,-1.146620308329003,-0.5140070793757977
AUT,1997,11.213,1.01,255.927,,2039.24,1,-0.7654279663839401,-0.3827086705996523
AUT,1998,11.843,1.087,288.769,,2303.45,1,-0.5331954946485523,-0.34060528250607275
AUT,1999,12.551,1.17,322.318,,2576.07,1,-0.285814528349249,-0.28881614965055424
AUT,2000,12.734,1.174,344.082,,2756.64,0,-0.21086252633502936,-0.30813001874441215
AUT,2001,12.897,1.198,356.061,,2863.55,0,-0.1359702372103003,-0.3019083199386165
AUT,2002,13.154,1.238,385.304,,3114.01,0,0.012329714367982317,-0.3102051670354638
AUT,2003,13.607,1.304,417.087,,3387.34,0,0.2154162757735314,-0.29025321891363587
AUT,2004,13.41,1.294,435.327,,3557.48,0,0.2372698048694888,-0.34984035711336187
AUT,2005,13.325,1.277,445.188,,3662.93,0,0.23498876823842324,-0.385609763533126
AUT,2006,13.37,1.268,474.834,,3926.23,0,0.3042703842720091,-0.44053443201432757
AUT,2007,13.605,1.289,504.849,,4187.97,0,0.4275437141417705,-0.4617760448450062
AUT,2008,13.606,1.311,538.253,,4479.07,0,0.5456825272225645,-0.5133293987129169
AUT,2009,12.53,1.271,517.265,,4315.71,0,0.3653154622653933,-0.6063638401774273
AUT,2010,12.368,1.251,524.143,,4383.62,0,0.345883572440002,-0.6458704585951177
AUT,2011,12.473,1.236,546.783,,4588.41,0,0.39251761115655637,-0.6843934414364554
AUT,2012,12.181,1.234,570.525,,4809.52,0,0.433492031435892,-0.760379921135057
AUT,2013,12.222,1.245,594.13,,5037.85,0,0.5137388846244451,-0.7951758349604172
AUT,2014,12.324,1.268,616.256,,5263.8,0,0.6104243704082734,-0.8152563498893839
AUT,2015,12.407,1.28,632.737,,5462.53,0,0.6763034477914205,-0.8324787497464681
BEL,1970,28.113,1.078,41.918,,404.74,2,-0.12148431373364797,1.812698393551739
BEL,1971,28.275,1.109,46.908,,453.75,2,-0.05565586816562838,1.835143245939858
BEL,1972,27.629,1.126,52.105,,506.0,2,-0.0615158446706914,1.7659169613289054
BEL,1973,27.547,1.2,61.916,,603.17,2,0.05910859606289748,1.7743960345070746
BEL,1974,26.779,1.183,69.147,,675.73,2,0.004674908675867431,1.6722424537268445
BEL,1975,21.886,1.208,75.852,,743.4,1,-0.26673025551576973,1.1596684691099106
BEL,1976,18.88,1.081,75.524,,741.51,1,-0.637582276188311,0.7847680895328527
BEL,1977,18.301,1.133,84.525,,830.91,1,-0.5816354695562336,0.7322044019840549
BEL,1978,17.789,1.135,93.107,,916.13,1,-0.5899207041409129,0.6634274407182927
BEL,1979,17.386,1.106,100.444,,989.21,1,-0.6361928145968492,0.5935083851706745
BEL,1980,17.374,1.068,110.325,,1087.72,1,-0.6620461982008723,0.5553790177005398
BEL,1981,16.044,1.053,118.541,,1168.69,1,-0.7482751259471828,0.3935551692899547
BEL,1982,15.4,1.045,125.806,,1239.98,1,-0.7822926247374243,0.30866157637327996
BEL,1983,15.594,1.084,136.098,,1341.32,1,-0.6894547804939969,0.3283123902008198
BEL,1984,14.967,1.017,135.461,,1335.02,1,-0.8230441000074518,0.2317352123959612
BEL,1985,15.684,1.074,149.946,,1478.21,1,-0.6602175294073409,0.3068453922911171
BEL,1986,15.708,1.102,159.833,,1576.24,1,-0.5945301036186584,0.30417774350335647
BEL,1987,15.952,1.136,172.74,,1704.98,1,-0.49817887946088835,0.3217062705621824
BEL,1988,16.479,1.174,192.778,,1908.82,1,-0.35874001040710474,0.3572533662120803
BEL,1989,16.231,1.147,201.741,,2004.84,1,-0.387682306368578,0.3013285438878801
BEL,1990,15.52,1.103,206.956,,2062.81,1,-0.4801254200405488,0.19587453207700095
BEL,1991,15.597,1.157,227.548,,2276.5,1,-0.34726033670969364,0.1909043963510934
BEL,1992,16.282,1.237,251.603,,2527.39,1,-0.12990102358143457,0.2554584960046549
BEL,1993,17.445,1.347,276.698,,2790.35,0,0.16232144318006236,0.38244074545227663
BEL,1994,17.459,1.313,283.434,,2867.11,0,0.13533040126797824,0.3547115370958166
BEL,1995,18.068,1.351,304.259,,3084.22,0,0.2823336145645116,0.3972590908793577
BEL,1996,17.119,1.327,303.867,,3086.27,0,0.18628818454071003,0.2870782187850395
BEL,1997,17.497,1.332,318.442,,3242.14,0,0.2568599979629519,0.3013703643660818
BEL,2003,17.13,1.557,483.535,B,5017.22,0,0.9768891710979755,0.057586501692347934
BEL,2004,17.098,1.557,502.408,,5235.66,0,1.0252813105140666,0.018133414533351475
BEL,2005,17.026,1.536,512.107,,5366.17,0,1.0183135594960524,-0.01836071258098941
BEL,2006,16.501,1.472,521.218,B,5497.79,0,0.9218680559979594,-0.12191522806193929
BEL,2007,16.676,1.493,550.12,,5845.41,0,1.0392723504713046,-0.1490420730684616
BEL,2008,16.407,1.532,584.31,,6257.94,0,1.165871792342553,-0.2241589992503051
BEL,2009,15.792,1.59,605.096,,6532.91,0,1.2596167673527283,-0.30101773009960037
BEL,2010,15.677,1.555,623.97,,6798.52,0,1.2557646707871601,-0.3667950155520818
BEL,2011,15.345,1.547,638.092,,7049.48,0,1.2617803135591739,-0.4339276933952984
BEL,2012,14.599,1.487,629.735,,7007.85,0,1.1097174978841853,-0.5257747321064454
BEL,2013,14.273,1.48,642.958,,7190.08,0,1.1144422459788645,-0.589053774334467
BEL,2014,13.851,1.44,644.954,,7229.33,0,1.0380674767246105,-0.6565181467659802
BEL,2015,14.209,1.489,678.971,,7654.85,0,1.2192659685746121,-0.6611655900699028
CAN,1970,11.962,0.76,34.512,,735.93,1,-1.6325521638221168,-0.022979890665895897
CAN,1971,11.529,0.762,37.493,,811.56,1,-1.6500120403815939,-0.07374797227466554
CAN,1972,10.962,0.716,38.279,,841.89,1,-1.7472467774348983,-0.1570390924736078
CAN,1973,10.942,0.679,40.48,,905.51,1,-1.7922441391465322,-0.18178265904606367
CAN,1974,10.026,0.611,40.559,,923.69,1,-1.9441710634261093,-0.3107311442325241
CAN,1975,9.319,0.609,44.367,B,1029.71,1,-1.9826836219076223,-0.3940356356643616
CAN,1976,8.957,0.589,46.967,,1104.57,1,-2.026154621663564,-0.4472761944747593
CAN,1977,8.9,0.583,50.511,,1201.96,1,-2.027927676709548,-0.4638926459996491
CAN,1978,8.882,0.58,55.298,,1329.14,1,-2.019580467414026,-0.47763679797688197
CAN,1979,9.081,0.582,61.83,,1501.05,1,-1.9852184027445858,-0.4700458803574077
CAN,1980,8.934,0.589,68.701,,1689.56,1,-1.9658988352283284,-0.4971252529339135
CAN,1981,9.357,0.635,82.876,,2063.61,1,-1.8356285494475388,-0.4615878739442694
CAN,1982,9.071,0.682,90.435,,2279.14,1,-1.7694045946555397,-0.4856510809460349
CAN,1983,9.145,0.704,98.477,,2506.83,1,-1.7118220914439493,-0.4850954422138822
CAN,1984,9.5,0.72,109.506,,2814.52,1,-1.635308752319542,-0.4645351063007663
CAN,1985,10.061,0.763,124.336,,3225.52,1,-1.4979098134206201,-0.4177698879500971
CAN,1986,10.756,0.842,141.554,,3709.28,1,-1.296156017793593,-0.34505761820460257
CAN,1987,11.058,0.859,152.165,,4039.98,1,-1.222607438913469,-0.3292522498058274
CAN,1988,11.383,0.884,167.067,,4493.27,1,-1.1244608494607407,-0.3166899479585895
CAN,1989,11.691,0.932,183.938,,5036.04,1,-0.9903758265080345,-0.2998000532566701
CAN,1990,11.914,1.0,201.819,,5608.75,1,-0.8319850932769128,-0.2844512436426954
CAN,1991,12.135,1.102,222.113,,6257.3,1,-0.6208220248995759,-0.25844175112524365
CAN,1992,12.75,1.19,244.536,,6974.07,1,-0.3963910766900458,-0.20277312171068598
CAN,1993,13.377,1.233,263.391,,7594.46,1,-0.2420998720103783,-0.15966605674860893
CAN,1994,13.613,1.206,272.076,,7920.65,1,-0.23730571262383834,-0.16852547296452441
CAN,1995,14.358,1.229,287.512,,8439.63,0,-0.11206062596619616,-0.11504955675067442
CAN,1996,14.578,1.219,292.026,,8664.97,0,-0.0970901880557788,-0.10851457007531752
CAN,1997,15.255,1.273,320.266,,9603.88,0,0.10274989872473671,-0.07653902857286597
CAN,1998,15.702,1.347,352.804,,10671.58,0,0.3267811259339976,-0.06863448571419864
CAN,1999,16.199,1.354,375.645,,11456.87,0,0.43581452735537357,-0.06613215128034375
CAN,2000,16.601,1.374,402.054,,12371.08,0,0.5666348046187554,-0.0756926597805139
CAN,2001,16.921,1.465,441.311,,13716.78,0,0.825396205934178,-0.0892864853366601
CAN,2002,17.438,1.55,478.226,,14998.12,0,1.0823866537980902,-0.08001524502012487
CAN,2003,17.845,1.614,519.989,,16471.17,0,1.3181910585073158,-0.10399747533111271
CAN,2004,17.992,1.637,553.47,,17708.27,0,1.4577669431860574,-0.15656487474016673
CAN,2005,18.058,1.637,592.738,,19152.55,0,1.5779322309940889,-0.24218944240880008
CAN,2006,18.251,1.68,638.701,,20802.81,0,1.783875124700159,-0.30894332936722474
CAN,2007,18.052,1.679,662.072,,21774.18,0,1.8395239512586976,-0.3872805095257777
CAN,2008,17.828,1.687,679.645,,22595.32,0,1.8892634107386417,-0.45135715368901347
CAN,2009,17.824,1.885,731.121,,24586.55,0,2.3093350851980836,-0.4797033262563207
CAN,2010,18.471,1.951,780.901,B,26554.75,0,2.5894987115957693,-0.5000286418469929
CAN,2011,18.32,1.872,778.209,,26725.86,0,2.467803715421637,-0.5521748190164133
CAN,2012,17.883,1.828,770.464,,26774.04,0,2.360286852417907,-0.6066344769920354
CAN,2013,17.575,1.778,783.949,,27560.08,0,2.3153262439551563,-0.6997488358409412
